mass_GeV,mass_MeV,dataset_set,dataset,band_lml,reviewed_lml,delta_lml,band_ls_opt,reviewed_ls_opt,delta_ls_opt,band_const_opt,reviewed_const_opt,delta_const_opt,band_sigma_val,reviewed_sigma_val,delta_sigma_val,band_integral_density,reviewed_integral_density,delta_integral_density,band_state_sha256,coordinate_closure_pass,lml_closure_pass,metadata_json_closure_pass,fixed_reviewed_state_closure_pass,reviewed_row_source,review_status,branch_multiplicity,interpolated
0.040000000000000001,40,2015+2016,2015,1035.2673567818633,1035.267356791639,-9.7757038020063192e-09,0.35598589298627242,0.35598589298627242,0,51.988789372038113,51.988789372038113,0,0.0020365350514127997,0.0020365350514127,9.9746599868666408e-17,572175251.61615455,572175251.61615455,0,36d6c571efc0f7878e56add1c44f97c11d78f4cefdf81516361664484416ebf6,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.040000000000000001,40,2015+2016,2016,2355.9749359134871,2355.9749359134871,0,0.39836410656866927,0.39836410656866922,5.5511151231257827e-17,91.6192879765415,91.6192879765415,0,0.0017829184000000002,0.0017829184,2.1684043449710089e-19,513587375.67197108,513587375.67197102,5.9604644775390625e-08,d2f2c51ae91fe3b7c3df977f2126a486f181414d33fc419dac110377c2d42c6b,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.041000000000000002,41,2015+2016,2015,1033.220876803131,1033.220876803131,0,0.35511001094989891,0.35511001094989891,0,51.731370394780157,51.731370394780157,0,0.0020897541352784999,0.0020897541352784001,9.9746599868666408e-17,536941035.2362417,536941035.2362417,0,09fe335adbfe7cf037828f69e3842991b4664c9cd57bf779a3be74e49aa7738e,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.041000000000000002,41,2015+2016,2016,2353.2473153407054,2353.2473153407054,0,0.40852516932777888,0.40852516932777883,5.5511151231257827e-17,94.773938066106993,94.773938066107007,-1.4210854715202004e-14,0.0018162700852900004,0.0018162700852899,1.0039712117215771e-16,604568032.66780794,604568032.66780794,0,d3503e1d1ed4059b5b6e78a18c372807d10e6be2ddc38b5da004606e28993842,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.042000000000000003,42,2015+2016,2015,1032.9628568674193,1032.9628569228144,-5.5395048548234627e-08,0.35456061369261122,0.35456061369261122,0,51.83956134757058,51.83956134757058,0,0.0021429732191442,0.0021429732191442,0,501846452.67817795,501846452.67817789,5.9604644775390625e-08,7c9cd0053c09557c9728900c3f90345739cf3b040312051649d4b259cd370944,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.042000000000000003,42,2015+2016,2016,2339.8741158889025,2339.8741158889025,0,0.3970047868192475,0.3970047868192475,0,89.190306039518603,89.190306039518603,0,0.0018497161774400001,0.0018497161774399,1.0018028073766061e-16,694489179.9053719,694489179.9053719,0,ae52a86ef8581d2c6a5a8da352abd1e41d463b5ef419e194c33bc5d5571faaad,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.042999999999999997,43,2015+2016,2015,1026.0266138100283,1026.0266139907733,-1.8074501895171124e-07,0.35259095053278527,0.35259095053278522,5.5511151231257827e-17,51.064230450108859,51.064230450108859,0,0.0021961923030098997,0.0021961923030098,9.9746599868666408e-17,467028006.50587726,467028006.50587726,0,fcdfd928f90208f8351034a5ae8569b5852f3ff6fdb536577468d5fd3f9b3e16,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.042999999999999997,43,2015+2016,2016,2338.0682844476714,2338.068284447671,4.5474735088646412e-13,0.39275236358923671,0.39275236358923671,0,84.632724136150046,84.632724136150046,0,0.00188326655089,0.00188326655089,0,781032039.55401242,781032039.55401254,-1.1920928955078125e-07,4fb0070335f2e649d0158fef3a32aaf018731fca6d9eb018f48ffe2e81dd5ccb,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_01/results_single.csv,repair_selected_reproduced_max_lml,3,False
0.043999999999999997,44,2015+2016,2015,1028.6704665939128,1028.6704665939128,0,0.35113710492419792,0.35113710492419792,0,50.560063949428418,50.560063949428418,0,0.0022494113868755995,0.0022494113868755002,9.9312918999672206e-17,432783094.09741855,432783094.09741855,0,b341e5101610134fde1aa09e0410e69d91977f1189aafc2e34dfb7f9b5ef76f7,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.043999999999999997,44,2015+2016,2016,2336.4452928254459,2336.4452939978182,-1.1723723218892701e-06,0.3927840001720973,0.3927840001720973,0,82.393304336733536,82.393304336733536,0,0.0019169308134400003,0.0019169308134400001,2.1684043449710089e-19,862860675.25917149,862860675.25917149,0,2e833ac7cbcdfec8c09ad3fa1f0778a9621925341c0bd14db1020008fb8a08a3,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.044999999999999998,45,2015+2016,2015,1019.1194702652515,1019.1194705169736,-2.5172209916490829e-07,0.3456922396165466,0.3456922396165466,0,48.788595573040915,48.788595573040915,0,0.0023026304707412996,0.0023026304707411001,1.9949319973733282e-16,399895844.01198941,399895844.01198941,0,36f1e3ecc68c320aee096bba134eeee43f0d9cdfebe5cf1b1ae51335e77b500b,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.044999999999999998,45,2015+2016,2016,2321.809079411868,2321.8090826286434,-3.216775439796038e-06,0.4373490654096554,0.4373490654096554,0,116.94678782878071,116.94678782878071,0,0.0019507183062499999,0.0019507183062498999,9.9963440303163509e-17,939252500.9158895,939252500.91588962,-1.1920928955078125e-07,cd8f52407632c6766fc241cc09824c916f4a169cf689d94c95e7526b753f2402,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.045999999999999999,46,2015+2016,2015,1021.9072393820829,1021.9072394846436,-1.0256064797431463e-07,0.34969206852816748,0.34969206852816742,5.5511151231257827e-17,50.176333224714355,50.176333224714355,0,0.0023558495546069998,0.0023558495546069,9.9746599868666408e-17,368264100.33612728,368264100.33612728,0,132dc71fa396103819bc1e041aaa1c5ab42b370ebc498fe14a6f48c438d2665b,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.045999999999999999,46,2015+2016,2016,2320.8332274823551,2320.8332274823551,0,0.38365844122571302,0.38365844122571302,0,79.076740387005472,79.076740387005472,0,0.0019846381038400003,0.0019846381038399002,1.0018028073766061e-16,1009345361.5240134,1009345361.5240134,0,46f48edf54df6400a2c743d385adec0415c3b6766e19ba37d4b77d9a1ec7ed27,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.047,47,2015+2016,2015,1015.5723570214211,1015.5723570214212,-1.1368683772161603e-13,0.34893455596541062,0.34893455596541062,0,49.690592738299813,49.690592738299813,0,0.0024090686384726999,0.0024090686384726002,9.9746599868666408e-17,338097650.37860322,338097650.37860322,0,6a0341d49be07f905c9952418dae124f95e13df622de947886d3f9b364fb1bc6,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.047,47,2015+2016,2016,2323.3980639900956,2323.3980660222023,-2.0321067495387979e-06,0.38602043423791987,0.38602043423791982,5.5511151231257827e-17,81.580550218637896,81.580550218637882,1.4210854715202004e-14,0.0020186990140900001,0.0020186990140900001,0,1073163196.033531,1073163196.033531,0,83f4d90a9ed3eed097164928f8361a852a1a5ee327398fcc62da3413446a1f09,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.048000000000000001,48,2015+2016,2015,1017.9127059718228,1017.9127060714766,-9.9653789220610633e-08,0.34819590045671373,0.34819590045671373,0,49.024859510802813,49.024859510802813,0,0.0024622877223383997,0.0024622877223382002,1.9949319973733282e-16,309695977.16334909,309695977.16334909,0,af84d12311a3d411fe8bff296d17d61caded4b558649b5d5e7da8ded237a4f8f,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.048000000000000001,48,2015+2016,2016,2325.7041260851383,2325.7041260851383,0,0.38811651345348308,0.38811651345348303,5.5511151231257827e-17,82.445113665030362,82.445113665030362,0,0.00205290957824,0.00205290957824,0,1131056332.9028077,1131056332.9028077,0,17fad25caac0afc446e5a987f7e5a8958b2fc8d29b4c6e6d77aaea1e39e9fcb0,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.049000000000000002,49,2015+2016,2015,1014.9205400955598,1014.9205400827956,1.276418970519444e-08,0.34594968071669607,0.34594968071669602,5.5511151231257827e-17,48.318351953113819,48.318351953113819,0,0.0025155068062040998,0.0025155068062040001,9.9746599868666408e-17,282792287.34600091,282792287.34600091,0,689dcdfca223b39c0a01cf1eb7d48ed3ca6c1a80b50613465e80876339ac5874,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.049000000000000002,49,2015+2016,2016,2321.8100444097977,2321.810045002921,-5.9312333178240806e-07,0.39029610024052719,0.39029610024052708,1.1102230246251565e-16,84.076775746890362,84.076775746890362,0,0.0020872780708900002,0.0020872780708900002,0,1182668546.1841764,1182668546.1841764,0,67aa76c74e5e83845631a436bef6db272c230d545d85ceb5466830ef5cd39da8,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.050000000000000003,50,2015+2016+2021,2015,1017.4038134102548,1017.4038135722708,-1.6201602193177678e-07,0.34378043365836458,0.34378043365836453,5.5511151231257827e-17,47.34936237139587,47.34936237139587,0,0.0025687258900698,0.0025687258900698,0,257618672.70439032,257618672.70439032,0,5481710629bd0c58e549286106e27286ad76a030bb4a86cb0922510d626d8113,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.050000000000000003,50,2015+2016+2021,2016,2320.4657234350675,2320.4657253828077,-1.9477402020129375e-06,0.38884999650682289,0.38884999650682278,1.1102230246251565e-16,83.315258143276594,83.315258143276594,0,0.0021218125,0.0021218125,0,1228412134.0044506,1228412134.0044506,0,ce64e3c3e73a3dff92f30884683d78afc1210a60abdab0061a52b5ac6a96cb50,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.050000000000000003,50,2015+2016+2021,2021,1670.3387798572587,1670.3387798572587,0,0.31497484307980272,0.31497484307980272,0,55.05555269249421,55.05555269249421,0,0.0019941875000000003,0.0019941874999999001,1.0018028073766061e-16,432274745.50351012,432274745.50351006,5.9604644775390625e-08,d71c4301421145c19b759eb343d0aab57512175a086482ce8495d45dc1f04052,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.050999999999999997,51,2015+2016+2021,2015,1010.1999097007724,1010.1999099320252,-2.3125278403313132e-07,0.34225749685449791,0.34225749685449791,0,47.687831315056471,47.687831315056471,0,0.0026219449739354997,0.0026219449739354,9.9746599868666408e-17,234115558.1361174,234115558.1361174,0,139c6b48ab3f1458c5b09bfea36fb7779dae668837fa9f5ccf56cd25f1a46dcc,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.050999999999999997,51,2015+2016+2021,2016,2320.0557499984375,2320.055749898836,9.960149327525869e-08,0.38645042363388238,0.38645042363388232,5.5511151231257827e-17,81.98196488228507,81.98196488228507,0,0.0021565206068899999,0.0021565206068899002,9.9746599868666408e-17,1268115691.0640624,1268115691.0640624,0,19e8aeddf94ddd187bfe0364fe342b227b10904e459c3dc7fc3b82f560716084,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.050999999999999997,51,2015+2016+2021,2021,1665.5414363200537,1665.5414376152553,-1.295201627726783e-06,0.31945224777621067,0.31945224777621062,5.5511151231257827e-17,56.298831262643311,56.298831262643311,0,0.0020014858749999999,0.0020014858749999001,9.9746599868666408e-17,505722115.71658146,505722115.71658146,0,3be0af678fa034a176d212a08ba84d3088549d6081f3a5c2cbdebdd8a37f123f,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.051999999999999998,52,2015+2016+2021,2015,1008.8730825269238,1008.8730827233428,-1.9641902326839045e-07,0.34608945494986793,0.34608945494986793,0,48.836479764753193,48.836479764753193,0,0.0026751640578011999,0.0026751640578011001,9.9746599868666408e-17,212381663.76433375,212381663.76433375,0,1cf46d16185948cf0e078e88da741971e0ff2b9a633adbc2d8ad70d6635aa099,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.051999999999999998,52,2015+2016+2021,2016,2312.8726270644397,2312.8726287404438,-1.6760041035013273e-06,0.3801777994084079,0.3801777994084079,0,75.705304524460445,75.705304524460445,0,0.0021914098662399995,0.0021914098662399002,9.9312918999672206e-17,1302717925.8798501,1302717925.8798499,2.384185791015625e-07,c49b482eb7c22f2e37552899d4389c127203fad91cf5457a25fd92e9f2b046f0,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
0.051999999999999998,52,2015+2016+2021,2021,1661.7975646652519,1661.7975658896332,-1.2243813216628041e-06,0.31065148188846881,0.31065148188846881,0,59.83083818768629,59.83083818768629,0,0.0020089560000000001,0.0020089560000000001,0,582496150.29128814,582496150.29128814,0,5d166fe4c8c8779d4a1b6b6916a26b96ba9bca3d57043be7fe4831e843338c0d,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.052999999999999999,53,2015+2016+2021,2015,1002.6725839116866,1002.672584163452,-2.5176541385008022e-07,0.34826104257308282,0.34826104257308282,0,49.242036252757885,49.242036252757885,0,0.0027283831416668996,0.0027283831416667001,1.9949319973733282e-16,192211269.0725427,192211269.0725427,0,a55ac95fc6aaaf58ea58fdd4ee5242757e1baca601187fadd0cdb705a5994950,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
