schema_version,study_id,repair_row_id,repair_attempt_id,variant,variant_order,warm_start,repair_reason,target_task_id,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,mass_MeV,target_config,target_config_sha256,nominal_kernel_constant_init,warm_start_source_factor,warm_start_source_attempt_path,warm_start_ls_opt,warm_start_const_opt,current_target_lml_at_plan,source_lml_at_plan,repair_base_seed,planned_optimizer_seed,optimizer_restarts,expected_limit_bands,interpolation_used,fit_code_commit,dry_run,execution_authorized,fit_launched
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_10pct_x10__t0006__m150,repair__f06__gengamma__2021_10pct_x10__t0006__m150__salt_03,salt_03,3,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_10pct_x10__t0006,6,gengamma,2021_10pct_x10,6,0.15,150,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,940.0306774843737,,2852232194,3573254615,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_10pct_x10__t0006__m150,repair__f06__gengamma__2021_10pct_x10__t0006__m150__warm,warm,4,True,lower_factor_optimizer_miss,scan__f06__gengamma__2021_10pct_x10__t0006,6,gengamma,2021_10pct_x10,6,0.15,150,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,15.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0006/grid_050_020_250/attempt_001,0.1303110061828281,1.3403091724181615,940.0306774843737,1428.2984148153898,2850379576,3743735510,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct__t0007__m050,repair__f06__gengamma__2021_1pct__t0007__m050__salt_01,salt_01,1,False,unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct__t0007,6,gengamma,2021_1pct,7,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,742.5480173033468,,3439715420,1225614521,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct__t0007__m050,repair__f06__gengamma__2021_1pct__t0007__m050__salt_02,salt_02,2,False,unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct__t0007,6,gengamma,2021_1pct,7,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,742.5480173033468,,1312106876,2499081049,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct__t0007__m050,repair__f06__gengamma__2021_1pct__t0007__m050__salt_03,salt_03,3,False,unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct__t0007,6,gengamma,2021_1pct,7,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,742.5480173033468,,137432639,3386429422,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x10__t0007__m170,repair__f06__gengamma__2021_1pct_x10__t0007__m170__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x10__t0007,6,gengamma,2021_1pct_x10,7,0.17,170,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,391.6516189210459,,398033712,831929088,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x10__t0007__m170,repair__f06__gengamma__2021_1pct_x10__t0007__m170__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x10__t0007,6,gengamma,2021_1pct_x10,7,0.17,170,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,391.6516189210459,,3299268258,246026781,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x10__t0007__m170,repair__f06__gengamma__2021_1pct_x10__t0007__m170__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x10__t0007,6,gengamma,2021_1pct_x10,7,0.17,170,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,391.6516189210459,,3288599621,941985943,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x10__t0007__m170,repair__f06__gengamma__2021_1pct_x10__t0007__m170__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x10__t0007,6,gengamma,2021_1pct_x10,7,0.17,170,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_1pct_x10/toy_0007/grid_050_020_250/attempt_001,0.1248611419752198,1.0,391.6516189210459,1006.1227912226136,2055933275,1044556615,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0006__m110,repair__f06__gengamma__2021_1pct_x100__t0006__m110__salt_01,salt_01,1,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0006,6,gengamma,2021_1pct_x100,6,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1311.2546857875514,,1796597921,3491422032,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0006__m110,repair__f06__gengamma__2021_1pct_x100__t0006__m110__salt_02,salt_02,2,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0006,6,gengamma,2021_1pct_x100,6,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1311.2546857875514,,3087726408,2451502572,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0006__m110,repair__f06__gengamma__2021_1pct_x100__t0006__m110__salt_03,salt_03,3,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0006,6,gengamma,2021_1pct_x100,6,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1311.2546857875514,,2615591829,2924322847,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0006__m110,repair__f06__gengamma__2021_1pct_x100__t0006__m110__warm,warm,4,True,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0006,6,gengamma,2021_1pct_x100,6,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,20.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_1pct_x100/toy_0006/grid_050_020_250/attempt_001,0.1460110175231496,2.37981060055404,1311.2546857875514,1682.5976253252047,4105157984,414615757,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0008__m250,repair__f06__gengamma__2021_1pct_x100__t0008__m250__salt_01,salt_01,1,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0008,6,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1155.374414865377,,422362611,1529710874,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0008__m250,repair__f06__gengamma__2021_1pct_x100__t0008__m250__salt_02,salt_02,2,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0008,6,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1155.374414865377,,1359641026,4157271751,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0008__m250,repair__f06__gengamma__2021_1pct_x100__t0008__m250__salt_03,salt_03,3,False,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0008,6,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,1155.374414865377,,405983319,2719827888,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0008__m250,repair__f06__gengamma__2021_1pct_x100__t0008__m250__warm,warm,4,True,lower_factor_optimizer_miss,scan__f06__gengamma__2021_1pct_x100__t0008,6,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_1pct_x100/toy_0008/grid_050_020_250/attempt_001,0.0412915878978704,9.930311425360756,1155.374414865377,1269.2469614201557,3523139315,1404219652,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0009__m190,repair__f06__gengamma__2021_1pct_x100__t0009__m190__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x100__t0009,6,gengamma,2021_1pct_x100,9,0.19,190,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,360.62768142651066,,2204011307,2438903855,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0009__m190,repair__f06__gengamma__2021_1pct_x100__t0009__m190__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x100__t0009,6,gengamma,2021_1pct_x100,9,0.19,190,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,360.62768142651066,,3615574977,848555546,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0009__m190,repair__f06__gengamma__2021_1pct_x100__t0009__m190__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x100__t0009,6,gengamma,2021_1pct_x100,9,0.19,190,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,360.62768142651066,,3128779013,2419163074,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__gengamma__2021_1pct_x100__t0009__m190,repair__f06__gengamma__2021_1pct_x100__t0009__m190__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__gengamma__2021_1pct_x100__t0009,6,gengamma,2021_1pct_x100,9,0.19,190,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_1pct_x100/toy_0009/grid_050_020_250/attempt_001,0.127794830724439,1.0,360.62768142651066,1189.347594728053,922519488,1558944652,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__sigpowexpq__2021_10pct_x10__t0000,6,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,379.4376745081109,,2160028127,2789028206,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__sigpowexpq__2021_10pct_x10__t0000,6,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,379.4376745081109,,3958095050,2949966740,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f06__sigpowexpq__2021_10pct_x10__t0000__m110__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f06__sigpowexpq__2021_10pct_x10__t0000,6,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,1.0,,,,,379.4376745081109,,2204117471,1271136051,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
